Liberal,Conservative,sentiment,Green,Libertarian,twitter_engagement,date,time
0.2966048419,0.1804025322,0.9685173631,0.2674242556,0.2555684149,0.5875001946,02-27-2017,17:06:23
0.2317369729,0.1811186969,0.6579297781,0.2570341825,0.3301101327,0.5606086295,02-26-2017,20:13:52
0.0652179345,0.5325652361,0.1023927853,0.1239340752,0.2782827318,0.6444458862,02-26-2017,18:16:41
0.081412822,0.073734872,0.1328998059,0.3050969541,0.5397554636,0.5588364478,02-26-2017,11:42:39
0.1910667866,0.1847168505,0.2162978053,0.1502331495,0.4739831984,0.5760666864,02-26-2017,11:33:16
0.2283305973,0.2151033431,0.986859858,0.2603960931,0.2961700261,0.629160565,02-25-2017,22:02:22
0.1753276289,0.203421399,0.8950514793,0.439468205,0.1817827672,0.6003200591,02-25-2017,21:53:21
0.163422063,0.1637512445,0.6244832277,0.504971683,0.1678550094,0.4532970982,02-25-2017,18:12:25
0.3948595226,0.0796098635,0.9800305963,0.0772179961,0.4483126104,0.6164979994,02-25-2017,13:27:04
0.131698668,0.1880291998,0.4465433061,0.1428033859,0.5374686718,0.5833448304,02-25-2017,13:19:18
0.3170315921,0.2011338621,0.5671342611,0.2684133351,0.213421151,0.7115934787,02-25-2017,12:25:24
0.1028914973,0.3175274432,0.0980689079,0.1405135989,0.4390673637,0.6784573577,02-25-2017,03:09:18
0.1477010995,0.0637209043,0.5371857285,0.7038711905,0.0847067907,0.4815857466,02-24-2017,17:04:19
0.2214881331,0.2029676288,0.5893234015,0.3622230589,0.2133212239,0.4640712837,02-24-2017,13:49:27
0.1774717867,0.2886345387,0.5991398096,0.2635561824,0.270337522,0.5675503627,02-24-2017,12:36:34
0.0966532156,0.1374553591,0.2352382839,0.0411886126,0.7247028351,0.6452447484,02-24-2017,12:31:49
0.202366814,0.2130807042,0.992174387,0.3786204457,0.2059320211,0.6344467309,02-24-2017,00:06:44
0.3563574255,0.0908595845,0.2020564228,0.3407784402,0.2120045722,0.596485325,02-24-2017,00:01:40
0.1686617285,0.1903840005,0.2942769229,0.4379196763,0.2030346245,0.428734369,02-23-2017,22:53:45
0.1614510715,0.0787822977,0.9971088171,0.6846188903,0.0751477107,0.7203941029,02-22-2017,12:50:56
0.1983150095,0.4634886086,0.8949983716,0.1394371539,0.198759228,0.6288060977,02-22-2017,12:20:40
0.4895735681,0.339504689,0.1551929116,0.0640952736,0.1068264395,0.5459596526,02-21-2017,23:23:13
0.0205064472,0.0458228253,0.2996324897,0.9245875478,0.0090832049,0.4364086277,02-21-2017,20:46:42
0.1574883312,0.1560403109,0.6814750433,0.5316711068,0.1548002362,0.5190619751,02-21-2017,00:38:40
0.2123300582,0.199349463,0.4993695319,0.3888705373,0.1994499564,0.4782717369,02-20-2017,21:00:37
0.2340996414,0.1765808016,0.9954497218,0.3916651905,0.1976543516,0.5345299348,02-20-2017,19:33:35
0.2133623809,0.2110992819,0.9940603971,0.3669302762,0.2086080611,0.4394778858,02-20-2017,14:33:33
0.2992710173,0.3804231882,0.3900138438,0.1408876032,0.179418236,0.6012976248,02-20-2017,14:15:42
0.2372785211,0.4849889278,0.6824014187,0.0498295724,0.2279029489,0.6446653436,02-19-2017,21:57:01
0.2185349613,0.1679043025,0.9667695761,0.4304719269,0.1830887496,0.5471687614,02-18-2017,20:26:31
0.2758593857,0.1414066851,0.8748950958,0.4299918115,0.1527421176,0.5705652945,02-18-2017,13:51:20
0.1763086468,0.1431951672,0.9093712568,0.4945752919,0.1859209239,0.5825743011,02-18-2017,13:31:53
0.2364568859,0.1886802614,0.9775483608,0.3653776646,0.2094852328,0.5331442323,02-18-2017,00:02:58
0.1906188428,0.1663754284,0.554817915,0.4925252795,0.1504803896,0.555566208,02-17-2017,23:15:56
0.0676866844,0.2391405851,0.5466088653,0.1479266584,0.5452460647,0.7121430764,02-17-2017,21:48:22
0.0719019175,0.2023718357,0.498886466,0.1690667868,0.5566595197,0.6729413531,02-17-2017,21:32:29
0.2262820452,0.1339486688,0.4959819615,0.4473190308,0.1924503297,0.4041944208,02-17-2017,15:34:14
0.1793882847,0.1800475866,0.7436668277,0.3381602764,0.3024038672,0.5759653273,02-17-2017,13:16:22
0.266884923,0.2051576823,0.7458767891,0.2990170717,0.2289403826,0.6525147721,02-17-2017,11:43:10
0.3008393645,0.215279758,0.9759634733,0.2669052184,0.2169757038,0.567200377,02-17-2017,11:38:20
0.2505050302,0.121351108,0.9309197664,0.4559091628,0.1722346842,0.5448829166,02-17-2017,10:13:32
0.0444265828,0.0272713453,0.1973430216,0.9139111638,0.0143908225,0.4361687086,02-16-2017,23:44:54
0.2682342231,0.1929659247,0.1160672009,0.3243123591,0.2144874632,0.6772316117,02-16-2017,14:39:52
0.1803474128,0.164086923,0.042278152,0.4273799956,0.2281856239,0.5165640845,02-16-2017,14:10:49
0.1794954538,0.1872278303,0.8667283654,0.4288452864,0.2044314146,0.5744905137,02-16-2017,12:02:59
0.1531157047,0.1999266148,0.05282107,0.3793780804,0.2675795555,0.5603960325,02-16-2017,11:58:43
0.2075218707,0.2343955785,0.9822229743,0.1503489017,0.4077335894,0.5079819522,02-16-2017,11:34:46
0.4461044967,0.1232669502,0.3510818183,0.1150457636,0.3155827522,0.5292577345,02-15-2017,23:59:26
0.1983623803,0.1882335097,0.3631020188,0.4303060472,0.1830981076,0.4221569096,02-15-2017,21:34:05
0.1398946345,0.1475422382,0.8792159557,0.5542042851,0.1583589315,0.5461403211,02-15-2017,19:45:16
0.179374069,0.1534899026,0.7750999331,0.4623655379,0.2047705203,0.5264741903,02-15-2017,19:17:59
0.1454165578,0.1488585025,0.9833770394,0.5649452806,0.1407797486,0.5750008495,02-15-2017,16:34:27
0.0635211468,0.4479213655,0.0761040226,0.0646738186,0.4238836169,0.5711338875,02-15-2017,13:13:10
0.2049750537,0.1740647256,0.3267212212,0.4404074252,0.18055287,0.4451211672,02-15-2017,12:42:20
0.1325089633,0.1938487142,0.773088634,0.3344287276,0.3392135203,0.6402508653,02-15-2017,12:28:37
0.0417293906,0.1801767349,0.3720335066,0.0558673106,0.7222265601,0.6392778571,02-15-2017,12:19:18
0.4501247406,0.2716520727,0.0104934126,0.0787919685,0.1994312406,0.6064947252,02-15-2017,12:08:12
0.3380770385,0.1786238253,0.4662753344,0.1338947713,0.3494042456,0.5736918743,02-15-2017,11:40:32
0.136768043,0.11422766,0.0915407911,0.1855978668,0.563406527,0.5602642547,02-14-2017,22:50:33
0.1629247516,0.1881579608,0.4138702452,0.458642602,0.1902747601,0.509370259,02-14-2017,21:48:10
0.1425917,0.180170089,0.9527810216,0.4053095877,0.2719286382,0.586040701,02-14-2017,20:21:59
0.0242954437,0.0919691026,0.3844708204,0.6015101075,0.2822254002,0.5627644289,02-14-2017,14:28:54
0.1859776527,0.1957651973,0.9065622687,0.4430007339,0.1752564311,0.6500057204,02-14-2017,03:30:45
0.2316533774,0.1291140169,0.6306197643,0.4696986675,0.1695339531,0.4345165166,02-14-2017,02:57:05
0.2477041781,0.1654638797,0.9611464143,0.3537487388,0.233083263,0.6627577304,02-13-2017,18:50:57
0.1702110022,0.1904907078,0.7665551305,0.4529201984,0.1863780916,0.5899725869,02-13-2017,16:59:06
0.4861973524,0.3269021511,0.5265029073,0.0549943186,0.1319061518,0.6301457456,02-13-2017,15:53:08
0.1236451045,0.4428139031,0.0095749926,0.1243155599,0.3092254102,0.5239687256,02-12-2017,22:19:05
0.2194417566,0.2240200788,0.9966654778,0.3891547024,0.1673834324,0.4705434804,02-12-2017,15:41:55
0.178078562,0.2965176404,0.1467214823,0.3222754002,0.2031283677,0.6038471549,02-12-2017,13:23:18
0.2361419201,0.0889021084,0.3527551591,0.5538359284,0.1211199909,0.5436793661,02-12-2017,13:04:49
0.3116360903,0.1857529432,0.0384864807,0.1827777475,0.3198331892,0.5463224774,02-12-2017,12:14:16
0.3007449508,0.2135270983,0.0843111947,0.2146076858,0.27112028,0.4847221629,02-12-2017,11:55:10
0.0407733694,0.1006335616,0.2936233878,0.0033301329,0.8552629352,0.5673369814,02-12-2017,11:34:45
0.1853862405,0.1851753145,0.5971831083,0.4482137263,0.1812246293,0.4870071171,02-12-2017,05:02:01
0.1727420986,0.1600288153,0.5519532561,0.5018074512,0.16542162,0.4845080674,02-12-2017,03:23:13
0.454850316,0.1899409294,0.9947026968,0.204323411,0.1508853287,0.5828734257,02-11-2017,23:24:08
0.2105431408,0.1952903122,0.9960600138,0.3973825872,0.1967840046,0.6147097771,02-11-2017,23:15:34
0.2105431408,0.1952903122,0.9950619936,0.3973825872,0.1967840046,0.6174904052,02-11-2017,23:07:52
0.192938298,0.3201001287,0.9807388783,0.2412462085,0.2457153648,0.6783290472,02-11-2017,23:00:21
0.1700437367,0.1766905189,0.8601064086,0.4770986736,0.1761671156,0.4846084394,02-11-2017,18:28:31
0.1685030609,0.158747375,0.9710531235,0.4376600087,0.2350895852,0.5353412675,02-11-2017,13:33:53
0.1991861314,0.1418256164,0.2930626869,0.4602285624,0.1987596899,0.5180464398,02-11-2017,13:24:32
0.147111088,0.1808693111,0.4154783487,0.10378135,0.568238318,0.5378472772,02-11-2017,13:18:43
0.1593172848,0.1389081329,0.2450715005,0.3263206184,0.3754539788,0.5295020549,02-11-2017,12:12:51
0.1689538062,0.2013006359,0.5665400624,0.4285939038,0.201151669,0.5025313432,02-10-2017,23:24:51
0.1530034542,0.1997980326,0.0875637829,0.2661901414,0.3810083866,0.5822506212,02-10-2017,13:35:50
0.1766447723,0.293962419,0.0006359745,0.1164509058,0.4129419327,0.5314300975,02-10-2017,13:15:27
0.2161597013,0.2042062879,0.9222195148,0.3722223938,0.207411617,0.6679621368,02-09-2017,23:35:49
0.1114007086,0.1813743412,0.9029625058,0.5201171041,0.1871077865,0.660187122,02-09-2017,15:58:01
0.1409670115,0.1470305473,0.4040367603,0.4501850605,0.2618174255,0.5901550369,02-09-2017,13:52:31
0.1473905742,0.2402617633,0.2752907872,0.3652810454,0.2470666319,0.6736177164,02-09-2017,13:31:59
0.2642666698,0.2475495785,0.2355453968,0.2749262154,0.2132575661,0.6700430213,02-09-2017,13:26:07
0.2925846875,0.3921086788,0.028587468,0.0766742304,0.2386324257,0.654409694,02-09-2017,13:19:08
0.1831401289,0.3059812486,0.4890195131,0.2413581759,0.2695204318,0.5793485827,02-09-2017,11:57:59
0.1652878225,0.1725662947,0.6086662412,0.4862580001,0.1758878976,0.6217240272,02-09-2017,01:05:53
0.1259735078,0.617215395,0.471708715,0.0530096628,0.2038014829,0.5030661199,02-08-2017,22:07:18
0.1748568118,0.1802359074,0.0456655696,0.4639634788,0.1809437871,0.5735481985,02-08-2017,21:46:14
0.1710493118,0.1836069077,0.4079018235,0.4854964614,0.1598472744,0.5271999337,02-08-2017,19:39:51
0.1492356956,0.1473644823,0.9559654593,0.5205572248,0.1828425676,0.6300163227,02-08-2017,19:22:33
0.3511607945,0.1566419303,0.9234627485,0.3446096182,0.1475875676,0.6510448568,02-08-2017,17:41:09
0.166606009,0.202774927,0.0539202169,0.4627968669,0.1678221524,0.4290349043,02-08-2017,15:54:01
0.3290785253,0.1843087077,0.2179888487,0.2375814617,0.24903135,0.620367714,02-08-2017,15:51:01
0.1846950054,0.2042640299,0.9790598154,0.3805474937,0.2304934263,0.6715145169,02-08-2017,15:23:29
0.11527659,0.3579761982,0.0886648521,0.0744071677,0.4523400366,0.6009207694,02-08-2017,13:04:47
0.1351549625,0.2388926148,0.1606630534,0.1259997934,0.4999526739,0.7057839019,02-08-2017,12:03:18
0.1287029982,0.2557142675,0.1690366715,0.3648359776,0.2507467866,0.6559498477,02-08-2017,01:04:00
0.2802558243,0.2865374088,0.92581743,0.1088919863,0.3243147135,0.639349741,02-07-2017,16:25:13
0.1358598322,0.5695655346,0.8303174973,0.1198822856,0.1746923327,0.5505116983,02-07-2017,12:11:29
0.1564009786,0.5486726761,0.810071826,0.1362385601,0.1586878002,0.5327313105,02-07-2017,12:04:01
0.3015965521,0.1925570518,0.9154594541,0.2682995498,0.2375467718,0.5873715997,02-07-2017,02:49:28
0.1452848911,0.3628956378,0.1635390073,0.0252297744,0.4665897489,0.6372191465,02-07-2017,02:33:55
0.1070428044,0.3943004906,0.7268609405,0.280644536,0.2180121541,0.5739985809,02-06-2017,23:33:52
0.0393742733,0.1050777361,0.352008611,0.1189919114,0.7365561128,0.5903967982,02-06-2017,16:32:24
0.174344331,0.3077300191,0.5425480008,0.2866532505,0.231272459,0.5625687432,02-06-2017,16:27:45
0.4678859711,0.1774389744,0.6280445457,0.1338457018,0.2208292484,0.612260147,02-06-2017,12:07:55
0.239522025,0.470610261,0.2015292794,0.0482498743,0.2416178733,0.5332423105,02-06-2017,12:01:53
0.1131568626,0.1793413013,0.9938735962,0.6137912273,0.0937105566,0.5889286765,02-06-2017,03:36:54
0.1908903867,0.2267691344,0.9890614152,0.3828774393,0.1994630396,0.5583286984,02-05-2017,22:49:42
0.2019785196,0.2263405025,0.8827071786,0.2844215333,0.2872594595,0.5691210192,02-05-2017,20:47:25
0.2406717241,0.1883574426,0.6251910329,0.3234933913,0.2474774569,0.6106630876,02-05-2017,20:42:33
0.1660021991,0.2228408307,0.0591203496,0.1150053069,0.4961516261,0.6035093497,02-05-2017,20:39:05
0.0969577804,0.1620615572,0.9298124313,0.2247512937,0.5162294507,0.6249569468,02-05-2017,00:48:12
0.1858556718,0.2212534845,0.9052272439,0.3777896464,0.2151011825,0.5114529867,02-05-2017,00:34:50
0.1096434966,0.0199613571,0.1805361658,0.0912169069,0.7791782618,0.5551967117,02-04-2017,23:37:59
0.1115481481,0.1107114404,0.0029801726,0.1287947744,0.64894557,0.6294646022,02-04-2017,21:44:49
0.0631909445,0.131083712,0.7755992413,0.117756024,0.6879693866,0.606661333,02-04-2017,20:44:07
0.2161597013,0.2042062879,0.9900041223,0.3722223938,0.207411617,0.4861615465,02-04-2017,14:26:10
0.2709643245,0.2748041749,0.0255356636,0.1857363582,0.2684951425,0.6159550445,02-04-2017,13:39:27
0.1214595437,0.0426902324,0.0892303064,0.0319154933,0.8039346933,0.6426505625,02-04-2017,13:12:02
0.2670444846,0.089598313,0.6384290457,0.1396286041,0.5037285686,0.599419131,02-04-2017,13:06:39
0.1198142767,0.1017460227,0.5113478303,0.1734074652,0.6050322652,0.6880460619,02-04-2017,12:59:35
0.2055296749,0.1786766499,0.2369289994,0.1676498502,0.4481438696,0.5114618591,02-04-2017,03:07:47
0.1288988888,0.2784840465,0.9324306846,0.1076926142,0.4849244952,0.613213052,02-03-2017,23:08:38
0.2183672786,0.3286213875,0.8060953617,0.2395726591,0.2134385705,0.5021288579,02-03-2017,12:51:58
0.3122009635,0.3874737322,0.7699542046,0.0709247664,0.2294005752,0.6528112259,02-03-2017,11:48:16
0.2376397848,0.3627527058,0.9835172892,0.0858247429,0.3137828112,0.5644115723,02-03-2017,11:41:11
0.1890600175,0.2661671937,0.9940029383,0.2883170843,0.2564556003,0.6453630597,02-03-2017,11:34:32
0.1695500612,0.2760801315,0.028280234,0.2953662872,0.2590034902,0.5674690536,02-03-2017,11:28:02
0.2578687072,0.2054963261,0.1136240289,0.2734785676,0.263156414,0.5383880022,02-03-2017,11:24:51
0.1694672704,0.1236559972,0.9266973734,0.5607965589,0.1460801512,0.6124574141,02-02-2017,17:29:16
0.2145553231,0.0914803892,0.4516300559,0.5274862051,0.1664781421,0.6186260199,02-02-2017,11:39:49
0.0953399017,0.5036050081,0.3047984242,0.080878526,0.3201765418,0.5647013815,02-02-2017,11:34:36
0.1892943978,0.3845188618,0.9947699904,0.2664106786,0.1597761065,0.5825665379,02-02-2017,11:25:40
0.2059859633,0.284748137,0.7160368562,0.30309093,0.2061749995,0.6950635845,02-02-2017,11:18:21
0.2209820151,0.1546816528,0.0209434927,0.0829121172,0.5414242148,0.5499623196,02-02-2017,11:13:13
0.1646291465,0.7324373722,0.0809569135,0.0201681815,0.0827652439,0.5207934763,02-02-2017,03:55:49
0.1152017638,0.3826885521,0.0495527759,0.1203822196,0.3817275465,0.5525421088,02-02-2017,03:06:14
0.0453503132,0.1624043435,0.4187552929,0.0542150065,0.7380303741,0.5635001111,02-01-2017,12:50:16
0.1321183592,0.3308939934,0.9732667804,0.1388375908,0.3981500864,0.6286751649,02-01-2017,03:45:26
0.1613937914,0.2098180503,0.8000076413,0.421675384,0.2071126699,0.5438117953,02-01-2017,01:01:03
0.1741284877,0.1774878055,0.9080750942,0.5194639564,0.1289197654,0.4759337411,02-01-2017,00:31:08
0.3747569621,0.1720454246,0.0458592847,0.2440845519,0.2091130763,0.6470657576,01-31-2017,11:27:02
0.2402034849,0.1416653097,0.0075859381,0.4495472014,0.1685839444,0.5387575466,01-31-2017,11:21:52
0.2128152549,0.2042179257,0.2206307799,0.0861034393,0.4968633056,0.5420735294,01-31-2017,00:45:50
0.0227708537,0.0218442027,0.6513311267,0.9219233394,0.0334615856,0.6437943889,01-30-2017,21:07:52
0.3292400837,0.2812813818,0.5189348459,0.2825894058,0.1068890914,0.585599161,01-30-2017,14:23:49
0.1986492127,0.2133198529,0.8429606557,0.4064858556,0.1815450341,0.577181938,01-30-2017,13:43:25
0.2326725721,0.2055839151,0.1508007944,0.1263405681,0.4354029894,0.5841312817,01-30-2017,13:31:00
0.0874338523,0.3002970219,0.9331515431,0.168686524,0.4435825944,0.6994980191,01-30-2017,12:27:05
0.2195391208,0.2775532603,0.9796667099,0.2900287509,0.2128788233,0.5755921678,01-30-2017,12:20:49
0.2304317951,0.1230589375,0.3477452397,0.2964055836,0.3501036465,0.5635665171,01-30-2017,12:16:30
0.1973353028,0.1836226135,0.9591519237,0.2981174886,0.3209245801,0.6709672634,01-29-2017,23:39:53
0.1743149757,0.1595875919,0.2446591705,0.4980593026,0.1680380702,0.3918897277,01-29-2017,23:28:50
0.0568205751,0.7402437925,0.399210453,0.0154049816,0.1875306368,0.5815797064,01-29-2017,21:49:32
0.1659876257,0.5298711061,0.1053082123,0.0184860099,0.2856552899,0.551032309,01-29-2017,21:45:58
0.2033541948,0.2499505728,0.0452170745,0.301774472,0.2449207455,0.5737464179,01-29-2017,15:03:58
0.1916172355,0.1881024539,0.3811883926,0.3142157793,0.3060645163,0.589714385,01-29-2017,13:08:18
0.1684650183,0.1512711793,0.0932087302,0.2312059253,0.4490579963,0.5522984552,01-29-2017,13:00:32
0.1973353028,0.1836226135,0.9591519237,0.2981174886,0.3209245801,0.6709672634,01-28-2017,22:50:06
0.2292881608,0.199136585,0.7650611997,0.3887438476,0.1828314066,0.5605850104,01-28-2017,15:42:58
0.170887202,0.2819720209,0.0493942499,0.271363467,0.2757772803,0.5492158841,01-28-2017,13:16:17
0.1112682149,0.3074516356,0.0840869844,0.3776660562,0.2036140859,0.6483767917,01-28-2017,13:08:42
0.1702313721,0.185804069,0.0853875056,0.1369508803,0.5070136786,0.6010957219,01-28-2017,13:04:58
0.1490836889,0.1453279406,0.839230597,0.5215987563,0.1839895993,0.5754266654,01-27-2017,23:46:22
0.1767564565,0.1698698252,0.5726040602,0.4764952958,0.1768784523,0.4486779091,01-27-2017,22:00:47
0.1737573296,0.1588442326,0.5581856966,0.4996116161,0.1677868366,0.4148439741,01-27-2017,20:20:15
0.1639322191,0.2016197294,0.9018956423,0.4634754956,0.1709725559,0.6374959892,01-27-2017,16:30:29
0.2727941275,0.1529765576,0.9659225345,0.4017919898,0.1724373549,0.7055884065,01-27-2017,16:27:02
0.1385652274,0.298487395,0.1129095256,0.1334223002,0.4295251071,0.5823187402,01-27-2017,13:19:10
0.1585992575,0.2628625631,0.6423237324,0.3053389788,0.2731991708,0.5832667459,01-27-2017,13:12:52
0.1085577533,0.17270042,0.8983501792,0.6337303519,0.0850115269,0.4464403132,01-26-2017,23:53:37
0.153911978,0.2821110189,0.8249658942,0.2788929045,0.2850841284,0.6179226242,01-26-2017,23:45:28
0.2148834765,0.1935461462,0.7596594691,0.3802552521,0.2113150954,0.6381163364,01-26-2017,19:21:17
0.2148834765,0.1935461462,0.7596594691,0.3802552521,0.2113150954,0.6381163364,01-26-2017,19:15:44
0.3123299181,0.2601364255,0.039165765,0.0739542022,0.353579402,0.6263597054,01-26-2017,13:55:03
0.3759660423,0.0730089471,0.1007596627,0.1697671562,0.3812578022,0.5717311853,01-26-2017,13:51:46
0.3543570042,0.0907412171,0.0107658375,0.2554042041,0.2994975448,0.5633087033,01-26-2017,11:04:24
0.1891443133,0.1955097616,0.9462159276,0.3896479011,0.2256979942,0.5672512837,01-26-2017,02:48:25
0.1801272184,0.2012052387,0.6188859344,0.3786229193,0.2400446087,0.7510383856,01-26-2017,02:45:32
0.0876168609,0.270888865,0.7998201251,0.1764859259,0.465008378,0.6028888536,01-26-2017,02:14:56
0.1090822145,0.2045866549,0.5034025311,0.3757802844,0.3105508983,0.5998030176,01-26-2017,00:03:33
0.2259613276,0.1470650584,0.7532879114,0.3926929533,0.234280616,0.7214700852,01-25-2017,22:05:59
0.2111222595,0.1720139235,0.9554520249,0.4261218607,0.1907419115,0.5450362745,01-25-2017,12:17:01
0.3053642809,0.1448723674,0.9178340435,0.2319814861,0.3177819252,0.5974947261,01-25-2017,12:13:46
0.135105148,0.3817777932,0.1954938173,0.2019603401,0.2811566591,0.6146852377,01-25-2017,12:10:01
0.2637026608,0.1235725656,0.8360426426,0.4104036689,0.2023212165,0.5728027898,01-25-2017,02:37:48
0.3655545413,0.2089694589,0.5683737397,0.088858068,0.3366179764,0.5504243607,01-25-2017,02:25:40
0.1575772613,0.306727916,0.1160062328,0.2758568227,0.259837985,0.6475633344,01-25-2017,02:16:19
0.171854645,0.196171537,0.9877172112,0.4327276349,0.1992461681,0.556888223,01-25-2017,00:46:57
0.1482766271,0.183144629,0.6050767303,0.5068535805,0.1617252082,0.5406156723,01-24-2017,17:49:17
0.1321225315,0.1231895462,0.9887637496,0.5977329612,0.146954909,0.621711171,01-24-2017,17:04:01
0.2493468821,0.1922920942,0.7932428122,0.3897799551,0.1685810983,0.533438444,01-24-2017,16:58:06
0.0932481885,0.1008813903,0.6139095426,0.7043070197,0.1015633866,0.5741086761,01-24-2017,11:11:47
0.24561131,0.3067172766,0.5411479473,0.2247288823,0.2229425609,0.5652618075,01-23-2017,11:38:16
0.3165641427,0.2028754205,0.7959967852,0.0591198914,0.4214405119,0.6827345079,01-22-2017,14:23:17
0.3148901761,0.2538903952,0.551568985,0.1759722233,0.2552472055,0.5359982337,01-22-2017,12:51:36
0.3056951165,0.2762022614,0.1145691127,0.1735914797,0.2445111275,0.5535679621,01-22-2017,12:47:21
0.3282070458,0.0748761445,0.9916245937,0.5098132491,0.0871035606,0.5798569262,01-22-2017,12:35:09
0.2132123709,0.1367880553,0.3958128393,0.480132848,0.1698668003,0.6294519827,01-21-2017,23:54:31
0.1683873981,0.222035557,0.9885428548,0.3570035398,0.2525735199,0.6577597,01-21-2017,11:53:41
0.1321204603,0.2645866275,0.9596857429,0.4181364775,0.1851564646,0.5892273494,01-21-2017,04:56:15
0.1854958385,0.1984282583,0.1665859669,0.4157631099,0.2003128082,0.4946325361,01-20-2017,18:13:48
0.0590588897,0.1020058915,0.4168049395,0.7421634197,0.0967717618,0.6000444687,01-20-2017,18:00:43
0.1860775948,0.2225246131,0.7147938609,0.3862897754,0.2051079571,0.5242461146,01-20-2017,17:58:24
0.1652820259,0.1604736894,0.8012251258,0.3648444712,0.3093998432,0.4864429954,01-20-2017,17:55:44
0.3351175487,0.145037964,0.9057566524,0.361649394,0.1581951678,0.6132747265,01-20-2017,17:54:36
0.2833952904,0.3257341087,0.8995807767,0.2180470228,0.1728236675,0.6857139699,01-20-2017,17:54:00
0.2737480402,0.1463809162,0.9308648109,0.192635566,0.3872354925,0.5842592245,01-20-2017,17:53:17
0.0123946713,0.1160157993,0.9392312765,0.0568004176,0.814789176,0.6023366135,01-20-2017,17:52:45
0.2044692934,0.2050526589,0.8944137096,0.3477600515,0.2427179962,0.5542377722,01-20-2017,17:51:58
0.1273588091,0.2403421998,0.7237361073,0.2136991173,0.418599844,0.5526643807,01-20-2017,17:51:25
0.14498806,0.3127686083,0.6595146656,0.2768732011,0.2653701305,0.5606068923,01-20-2017,12:31:53
0.1308075935,0.206601873,0.8846684098,0.4593097866,0.2032806426,0.5016424812,01-20-2017,04:24:33
0.3029973805,0.1391181499,0.9552027583,0.4133031666,0.1445812583,0.6219098887,01-20-2017,00:40:51
0.1486337483,0.148590073,0.8506032228,0.495077908,0.2076982856,0.5085805776,01-19-2017,20:21:36
0.1862739176,0.2337501496,0.9901931882,0.3796931207,0.2002828121,0.4630368968,01-19-2017,20:18:32
0.2037379295,0.1626546234,0.5884981751,0.4281437397,0.2054637522,0.4273973424,01-19-2017,20:13:57
0.2194159776,0.1670821905,0.9703239799,0.3633973002,0.2501045465,0.5916866113,01-19-2017,13:02:18
0.3497507572,0.0951700732,0.8962016106,0.4468428791,0.1082363427,0.6464288057,01-19-2017,13:00:13
0.2192547917,0.1774231344,0.5865199566,0.3611962497,0.242125839,0.5131154681,01-19-2017,12:52:22
0.1148674339,0.2170422822,0.9599431753,0.5322281718,0.1358621716,0.7179402347,01-19-2017,04:01:40
0.2340062261,0.1553820372,0.9812511206,0.4323267937,0.1782848686,0.5353761417,01-19-2017,01:54:13
0.198691681,0.2054529786,0.9937556982,0.4132732749,0.1825820208,0.5613221201,01-18-2017,22:21:02
0.1098739579,0.2266832292,0.916623354,0.4902458191,0.1731970459,0.5297751414,01-18-2017,17:33:25
0.18421565,0.1492688805,0.9881501794,0.4733168781,0.1931986064,0.5615926555,01-18-2017,14:03:53
0.2423695624,0.3081245124,0.0699459165,0.2520534992,0.1974524558,0.573510877,01-18-2017,13:06:58
0.313067615,0.1679488569,0.0555568561,0.3209545612,0.1980289966,0.5566303594,01-18-2017,13:00:51
0.2189523429,0.1590554863,0.1056610048,0.4337538779,0.1882382631,0.6261397397,01-18-2017,12:44:03
0.3340293169,0.2341077179,0.1246102303,0.150478974,0.2813839614,0.6130892151,01-18-2017,12:34:09
0.2214053422,0.1891220212,0.9262412786,0.319459945,0.2700126767,0.6702565232,01-18-2017,11:53:24
0.1137799546,0.1267041415,0.8661872149,0.5955876112,0.1639283001,0.5616777184,01-17-2017,19:58:10
0.258970499,0.2141307443,0.9022346735,0.4465039968,0.080394797,0.6435592711,01-17-2017,19:36:21
0.3376225829,0.3096213043,0.7604338527,0.1897744536,0.1629816443,0.5604072287,01-17-2017,17:55:38
0.1822268814,0.1803564429,0.4823663235,0.4573263526,0.1800903678,0.4688103349,01-17-2017,17:36:45
0.1848696768,0.3731866181,0.2695721984,0.1175941303,0.3243496418,0.5815938085,01-17-2017,14:52:39
0.2402713448,0.2186751068,0.2474997938,0.3282773495,0.2127761245,0.6190282538,01-17-2017,14:46:27
0.2239845693,0.1599320322,0.6062449813,0.1140591428,0.5020243526,0.5703370552,01-17-2017,14:36:26
0.0748007447,0.0562777519,0.9074692726,0.821686089,0.0472354442,0.591754228,01-17-2017,14:30:19
0.2066465318,0.5908229947,0.4576993883,0.0197836105,0.1827467829,0.587169257,01-17-2017,13:11:56
0.1982558221,0.1918925643,0.9535124898,0.3897957206,0.2200558484,0.6482818202,01-17-2017,13:05:10
0.2752664089,0.3191570044,0.8814547658,0.1264296919,0.2791468501,0.7183189634,01-17-2017,02:08:21
0.186234951,0.2109879702,0.477468133,0.389611274,0.2131657898,0.6027383592,01-17-2017,01:49:38
0.2026478201,0.168814674,0.8115631342,0.2975927591,0.3309447467,0.575254531,01-17-2017,01:42:18
0.2232434899,0.2370626926,0.9805262089,0.2184159607,0.321277827,0.6717265871,01-16-2017,13:54:52
0.2138648629,0.2529237866,0.0004881993,0.3269005418,0.206310764,0.5356596124,01-16-2017,00:29:05
